"release","SIY","SCF","ADCS"
"0","","0.2222222222222222","1.7777777777777777"
"1","","0.2222222222222222","1.7777777777777777"
"2","","0.2222222222222222","1.7777777777777777"
"3","","0.2222222222222222","1.7777777777777777"
"4","","0.2222222222222222","1.7777777777777777"
"5","","0.2222222222222222","1.7777777777777777"
"6","","0.2111111111111111","1.9"
"7","","0.2111111111111111","1.9"
"8","","0.2111111111111111","1.9"
"9","","0.2111111111111111","1.9"
"10","","0.2111111111111111","1.9"
"11","","0.2","2.0"
"12","","0.2","2.0"
"13","","0.2","2.0"
"14","","0.2","2.0"
"15","","0.2","2.0"
"16","","0.18181818181818182","2.0"
"17","","0.18181818181818182","2.0"
"18","","0.18181818181818182","2.0"
"19","","0.18181818181818182","2.0"
"20","","0.17307692307692307","2.076923076923077"
