"release","SIY","SCF","ADCS"
"0","","0.1761904761904762","2.466666666666667"
"1","","0.1761904761904762","2.466666666666667"
"2","","0.1761904761904762","2.466666666666667"
"3","","0.1761904761904762","2.466666666666667"
"4","","0.17142857142857143","2.4"
"5","","0.17142857142857143","2.4"
"6","","0.17142857142857143","2.4"
"7","","0.17142857142857143","2.4"
"8","","0.17142857142857143","2.4"
"9","","0.17142857142857143","2.4"
"10","","0.17142857142857143","2.4"
"11","","0.17142857142857143","2.4"
"12","","0.17142857142857143","2.4"
"13","","0.17142857142857143","2.4"
"14","","0.17142857142857143","2.4"
"15","","0.17142857142857143","2.4"
"16","","0.17142857142857143","2.4"
"17","","0.17142857142857143","2.4"
"18","","0.17142857142857143","2.4"
"19","","0.17142857142857143","2.4"
"20","","0.17142857142857143","2.4"
