"release","BA1-ADS","BA1-AIS","BA1-ACS","BA1-RCS","BA1-RIS","BA2-ADS","BA2-AIS","BA2-ACS","BA2-RCS","BA2-RIS","BA3-ADS","BA3-AIS","BA3-ACS","BA3-RCS","BA3-RIS","BA4-ADS","BA4-AIS","BA4-ACS","BA4-RCS","BA4-RIS","BA5-ADS","BA5-AIS","BA5-ACS","BA5-RCS","BA5-RIS","BA6-ADS","BA6-AIS","BA6-ACS","BA6-RCS","BA6-RIS","BA7-ADS","BA7-AIS","BA7-ACS","BA7-RCS","BA7-RIS","BA8-ADS","BA8-AIS","BA8-ACS","BA8-RCS","BA8-RIS","BA9-ADS","BA9-AIS","BA9-ACS","BA9-RCS","BA9-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSB-ADS","MSB-AIS","MSB-ACS","MSB-RCS","MSB-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS"
"1","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","2.0","6.0","12.0","0.15384615384615385","0.46153846153846156","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","7.0","0.0","0.0","0.5384615384615384","0.0","0.0","5.0","0.0","0.0","0.38461538461538464","4.0","6.0","24.0","0.3076923076923077","0.46153846153846156","1.0","10.0","10.0","0.07692307692307693","0.7692307692307693","0.0","0.0","0.0","0.0","0.0"
"2","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","2.0","6.0","12.0","0.15384615384615385","0.46153846153846156","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","7.0","0.0","0.0","0.5384615384615384","0.0","0.0","5.0","0.0","0.0","0.38461538461538464","4.0","6.0","24.0","0.3076923076923077","0.46153846153846156","1.0","10.0","10.0","0.07692307692307693","0.7692307692307693","0.0","0.0","0.0","0.0","0.0"
"3","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","2.0","6.0","12.0","0.15384615384615385","0.46153846153846156","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","7.0","0.0","0.0","0.5384615384615384","0.0","0.0","5.0","0.0","0.0","0.38461538461538464","4.0","6.0","24.0","0.3076923076923077","0.46153846153846156","1.0","10.0","10.0","0.07692307692307693","0.7692307692307693","0.0","0.0","0.0","0.0","0.0"
"4","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","2.0","6.0","12.0","0.15384615384615385","0.46153846153846156","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","7.0","0.0","0.0","0.5384615384615384","0.0","0.0","5.0","0.0","0.0","0.38461538461538464","4.0","6.0","24.0","0.3076923076923077","0.46153846153846156","1.0","10.0","10.0","0.07692307692307693","0.7692307692307693","0.0","0.0","0.0","0.0","0.0"
"5","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","2.0","6.0","12.0","0.15384615384615385","0.46153846153846156","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","7.0","0.0","0.0","0.5384615384615384","0.0","0.0","5.0","0.0","0.0","0.38461538461538464","4.0","6.0","24.0","0.3076923076923077","0.46153846153846156","1.0","10.0","10.0","0.07692307692307693","0.7692307692307693","0.0","0.0","0.0","0.0","0.0"
"6","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","2.0","6.0","12.0","0.15384615384615385","0.46153846153846156","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","3.0","1.0","3.0","0.23076923076923078","0.07692307692307693","7.0","0.0","0.0","0.5384615384615384","0.0","0.0","5.0","0.0","0.0","0.38461538461538464","4.0","6.0","24.0","0.3076923076923077","0.46153846153846156","1.0","10.0","10.0","0.07692307692307693","0.7692307692307693","0.0","0.0","0.0","0.0","0.0"
"7","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","2.0","3.0","6.0","0.14285714285714285","0.21428571428571427","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","7.0","0.0","0.0","0.5","0.0","0.0","6.0","0.0","0.0","0.42857142857142855","4.0","6.0","24.0","0.2857142857142857","0.42857142857142855","1.0","10.0","10.0","0.07142857142857142","0.7142857142857143","1.0","3.0","3.0","0.07142857142857142","0.21428571428571427"
"8","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","2.0","3.0","6.0","0.14285714285714285","0.21428571428571427","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","7.0","0.0","0.0","0.5","0.0","0.0","6.0","0.0","0.0","0.42857142857142855","4.0","6.0","24.0","0.2857142857142857","0.42857142857142855","1.0","10.0","10.0","0.07142857142857142","0.7142857142857143","1.0","3.0","3.0","0.07142857142857142","0.21428571428571427"
"9","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","2.0","3.0","6.0","0.14285714285714285","0.21428571428571427","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","7.0","0.0","0.0","0.5","0.0","0.0","6.0","0.0","0.0","0.42857142857142855","4.0","6.0","24.0","0.2857142857142857","0.42857142857142855","1.0","10.0","10.0","0.07142857142857142","0.7142857142857143","1.0","3.0","3.0","0.07142857142857142","0.21428571428571427"
"10","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","2.0","3.0","6.0","0.14285714285714285","0.21428571428571427","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","2.0","1.0","2.0","0.14285714285714285","0.07142857142857142","3.0","1.0","3.0","0.21428571428571427","0.07142857142857142","7.0","0.0","0.0","0.5","0.0","0.0","6.0","0.0","0.0","0.42857142857142855","4.0","6.0","24.0","0.2857142857142857","0.42857142857142855","1.0","10.0","10.0","0.07142857142857142","0.7142857142857143","1.0","3.0","3.0","0.07142857142857142","0.21428571428571427"
