"release","BA1-ADS","BA1-AIS","BA1-ACS","BA1-RCS","BA1-RIS","BA2-ADS","BA2-AIS","BA2-ACS","BA2-RCS","BA2-RIS","BA3-ADS","BA3-AIS","BA3-ACS","BA3-RCS","BA3-RIS","BA4-ADS","BA4-AIS","BA4-ACS","BA4-RCS","BA4-RIS","BA5-ADS","BA5-AIS","BA5-ACS","BA5-RCS","BA5-RIS","BA6-ADS","BA6-AIS","BA6-ACS","BA6-RCS","BA6-RIS","BA7-ADS","BA7-AIS","BA7-ACS","BA7-RCS","BA7-RIS","BA8-ADS","BA8-AIS","BA8-ACS","BA8-RCS","BA8-RIS","BA9-ADS","BA9-AIS","BA9-ACS","BA9-RCS","BA9-RIS","BA10-ADS","BA10-AIS","BA10-ACS","BA10-RCS","BA10-RIS","BA11-ADS","BA11-AIS","BA11-ACS","BA11-RCS","BA11-RIS","BA12-ADS","BA12-AIS","BA12-ACS","BA12-RCS","BA12-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSB-ADS","MSB-AIS","MSB-ACS","MSB-RCS","MSB-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS"
"1","4.0","3.0","12.0","0.23529411764705882","0.17647058823529413","3.0","3.0","9.0","0.17647058823529413","0.17647058823529413","4.0","1.0","4.0","0.23529411764705882","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","4.0","1.0","4.0","0.23529411764705882","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","9.0","0.0","0.0","0.5294117647058824","0.0","1.0","6.0","6.0","0.058823529411764705","0.35294117647058826","5.0","8.0","40.0","0.29411764705882354","0.47058823529411764","1.0","7.0","7.0","0.058823529411764705","0.4117647058823529","1.0","14.0","14.0","0.058823529411764705","0.8235294117647058","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2","4.0","3.0","12.0","0.23529411764705882","0.17647058823529413","3.0","3.0","9.0","0.17647058823529413","0.17647058823529413","4.0","1.0","4.0","0.23529411764705882","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","4.0","1.0","4.0","0.23529411764705882","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","9.0","0.0","0.0","0.5294117647058824","0.0","1.0","6.0","6.0","0.058823529411764705","0.35294117647058826","5.0","8.0","40.0","0.29411764705882354","0.47058823529411764","1.0","7.0","7.0","0.058823529411764705","0.4117647058823529","1.0","14.0","14.0","0.058823529411764705","0.8235294117647058","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"3","4.0","3.0","12.0","0.23529411764705882","0.17647058823529413","3.0","3.0","9.0","0.17647058823529413","0.17647058823529413","4.0","1.0","4.0","0.23529411764705882","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","4.0","1.0","4.0","0.23529411764705882","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","9.0","0.0","0.0","0.5294117647058824","0.0","1.0","6.0","6.0","0.058823529411764705","0.35294117647058826","5.0","8.0","40.0","0.29411764705882354","0.47058823529411764","1.0","7.0","7.0","0.058823529411764705","0.4117647058823529","1.0","14.0","14.0","0.058823529411764705","0.8235294117647058","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4","4.0","3.0","12.0","0.23529411764705882","0.17647058823529413","3.0","3.0","9.0","0.17647058823529413","0.17647058823529413","4.0","1.0","4.0","0.23529411764705882","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","3.0","1.0","3.0","0.17647058823529413","0.058823529411764705","4.0","1.0","4.0","0.23529411764705882","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","2.0","1.0","2.0","0.11764705882352941","0.058823529411764705","9.0","0.0","0.0","0.5294117647058824","0.0","1.0","6.0","6.0","0.058823529411764705","0.35294117647058826","5.0","8.0","40.0","0.29411764705882354","0.47058823529411764","1.0","7.0","7.0","0.058823529411764705","0.4117647058823529","1.0","14.0","14.0","0.058823529411764705","0.8235294117647058","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"5","5.0","3.0","15.0","0.2777777777777778","0.16666666666666666","3.0","3.0","9.0","0.16666666666666666","0.16666666666666666","4.0","1.0","4.0","0.2222222222222222","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","3.0","1.0","3.0","0.16666666666666666","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","3.0","1.0","3.0","0.16666666666666666","0.05555555555555555","3.0","1.0","3.0","0.16666666666666666","0.05555555555555555","4.0","1.0","4.0","0.2222222222222222","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","9.0","0.0","0.0","0.5","0.0","1.0","7.0","7.0","0.05555555555555555","0.3888888888888889","5.0","8.0","40.0","0.2777777777777778","0.4444444444444444","1.0","7.0","7.0","0.05555555555555555","0.3888888888888889","1.0","14.0","14.0","0.05555555555555555","0.7777777777777778","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"6","5.0","3.0","15.0","0.2777777777777778","0.16666666666666666","3.0","3.0","9.0","0.16666666666666666","0.16666666666666666","4.0","1.0","4.0","0.2222222222222222","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","3.0","1.0","3.0","0.16666666666666666","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","3.0","1.0","3.0","0.16666666666666666","0.05555555555555555","3.0","1.0","3.0","0.16666666666666666","0.05555555555555555","4.0","1.0","4.0","0.2222222222222222","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","2.0","1.0","2.0","0.1111111111111111","0.05555555555555555","9.0","0.0","0.0","0.5","0.0","1.0","7.0","7.0","0.05555555555555555","0.3888888888888889","5.0","8.0","40.0","0.2777777777777778","0.4444444444444444","1.0","7.0","7.0","0.05555555555555555","0.3888888888888889","1.0","14.0","14.0","0.05555555555555555","0.7777777777777778","1.0","1.0","1.0","0.05555555555555555","0.05555555555555555","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"7","6.0","3.0","18.0","0.3157894736842105","0.15789473684210525","3.0","3.0","9.0","0.15789473684210525","0.15789473684210525","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","9.0","0.0","0.0","0.47368421052631576","0.0","1.0","8.0","8.0","0.05263157894736842","0.42105263157894735","5.0","8.0","40.0","0.2631578947368421","0.42105263157894735","1.0","7.0","7.0","0.05263157894736842","0.3684210526315789","1.0","15.0","15.0","0.05263157894736842","0.7894736842105263","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"8","6.0","3.0","18.0","0.3157894736842105","0.15789473684210525","3.0","3.0","9.0","0.15789473684210525","0.15789473684210525","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","9.0","0.0","0.0","0.47368421052631576","0.0","1.0","8.0","8.0","0.05263157894736842","0.42105263157894735","5.0","8.0","40.0","0.2631578947368421","0.42105263157894735","1.0","7.0","7.0","0.05263157894736842","0.3684210526315789","1.0","15.0","15.0","0.05263157894736842","0.7894736842105263","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"9","6.0","3.0","18.0","0.3157894736842105","0.15789473684210525","3.0","3.0","9.0","0.15789473684210525","0.15789473684210525","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","9.0","0.0","0.0","0.47368421052631576","0.0","1.0","8.0","8.0","0.05263157894736842","0.42105263157894735","5.0","8.0","40.0","0.2631578947368421","0.42105263157894735","1.0","7.0","7.0","0.05263157894736842","0.3684210526315789","1.0","15.0","15.0","0.05263157894736842","0.7894736842105263","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"10","6.0","3.0","18.0","0.3157894736842105","0.15789473684210525","3.0","3.0","9.0","0.15789473684210525","0.15789473684210525","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","3.0","1.0","3.0","0.15789473684210525","0.05263157894736842","4.0","1.0","4.0","0.21052631578947367","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","9.0","0.0","0.0","0.47368421052631576","0.0","1.0","8.0","8.0","0.05263157894736842","0.42105263157894735","5.0","8.0","40.0","0.2631578947368421","0.42105263157894735","1.0","7.0","7.0","0.05263157894736842","0.3684210526315789","1.0","15.0","15.0","0.05263157894736842","0.7894736842105263","1.0","1.0","1.0","0.05263157894736842","0.05263157894736842","2.0","1.0","2.0","0.10526315789473684","0.05263157894736842","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
