"release","BA1-ADS","BA1-AIS","BA1-ACS","BA1-RCS","BA1-RIS","BA2-ADS","BA2-AIS","BA2-ACS","BA2-RCS","BA2-RIS","BA4-ADS","BA4-AIS","BA4-ACS","BA4-RCS","BA4-RIS","BA5-ADS","BA5-AIS","BA5-ACS","BA5-RCS","BA5-RIS","BA6-ADS","BA6-AIS","BA6-ACS","BA6-RCS","BA6-RIS","BA7-ADS","BA7-AIS","BA7-ACS","BA7-RCS","BA7-RIS","BA8-ADS","BA8-AIS","BA8-ACS","BA8-RCS","BA8-RIS","BA9-ADS","BA9-AIS","BA9-ACS","BA9-RCS","BA9-RIS","BA10-ADS","BA10-AIS","BA10-ACS","BA10-RCS","BA10-RIS","BA11-ADS","BA11-AIS","BA11-ACS","BA11-RCS","BA11-RIS","BA12-ADS","BA12-AIS","BA12-ACS","BA12-RCS","BA12-RIS","BA13-ADS","BA13-AIS","BA13-ACS","BA13-RCS","BA13-RIS","BA14-ADS","BA14-AIS","BA14-ACS","BA14-RCS","BA14-RIS","BA15-ADS","BA15-AIS","BA15-ACS","BA15-RCS","BA15-RIS","BA16-ADS","BA16-AIS","BA16-ACS","BA16-RCS","BA16-RIS","BA17-ADS","BA17-AIS","BA17-ACS","BA17-RCS","BA17-RIS","BA18-ADS","BA18-AIS","BA18-ACS","BA18-RCS","BA18-RIS","BA19-ADS","BA19-AIS","BA19-ACS","BA19-RCS","BA19-RIS","BA20-ADS","BA20-AIS","BA20-ACS","BA20-RCS","BA20-RIS","BA21-ADS","BA21-AIS","BA21-ACS","BA21-RCS","BA21-RIS","BA22-ADS","BA22-AIS","BA22-ACS","BA22-RCS","BA22-RIS","BA23-ADS","BA23-AIS","BA23-ACS","BA23-RCS","BA23-RIS","BA25-ADS","BA25-AIS","BA25-ACS","BA25-RCS","BA25-RIS","BA26-ADS","BA26-AIS","BA26-ACS","BA26-RCS","BA26-RIS","BA27-ADS","BA27-AIS","BA27-ACS","BA27-RCS","BA27-RIS","BA28-ADS","BA28-AIS","BA28-ACS","BA28-RCS","BA28-RIS","BA29-ADS","BA29-AIS","BA29-ACS","BA29-RCS","BA29-RIS","BA30-ADS","BA30-AIS","BA30-ACS","BA30-RCS","BA30-RIS","BA31-ADS","BA31-AIS","BA31-ACS","BA31-RCS","BA31-RIS","CPS1-ADS","CPS1-AIS","CPS1-ACS","CPS1-RCS","CPS1-RIS","CPS2-ADS","CPS2-AIS","CPS2-ACS","CPS2-RCS","CPS2-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS"
"1","13.0","11.0","143.0","0.3611111111111111","0.3055555555555556","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","0.0","0.0","0.05555555555555555","0.0","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","6.0","1.0","6.0","0.16666666666666666","0.027777777777777776","17.0","0.0","0.0","0.4722222222222222","0.0","0.0","33.0","0.0","0.0","0.9166666666666666","1.0","34.0","34.0","0.027777777777777776","0.9444444444444444"
"2","13.0","11.0","143.0","0.3611111111111111","0.3055555555555556","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","0.0","0.0","0.05555555555555555","0.0","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","6.0","1.0","6.0","0.16666666666666666","0.027777777777777776","17.0","0.0","0.0","0.4722222222222222","0.0","0.0","33.0","0.0","0.0","0.9166666666666666","1.0","34.0","34.0","0.027777777777777776","0.9444444444444444"
"3","13.0","11.0","143.0","0.3611111111111111","0.3055555555555556","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","0.0","0.0","0.05555555555555555","0.0","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","6.0","1.0","6.0","0.16666666666666666","0.027777777777777776","17.0","0.0","0.0","0.4722222222222222","0.0","0.0","33.0","0.0","0.0","0.9166666666666666","1.0","34.0","34.0","0.027777777777777776","0.9444444444444444"
"4","11.0","11.0","121.0","0.3055555555555556","0.3055555555555556","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","0.0","0.0","0.05555555555555555","0.0","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","6.0","1.0","6.0","0.16666666666666666","0.027777777777777776","17.0","0.0","0.0","0.4722222222222222","0.0","0.0","33.0","0.0","0.0","0.9166666666666666","1.0","34.0","34.0","0.027777777777777776","0.9444444444444444"
"5","11.0","11.0","121.0","0.3055555555555556","0.3055555555555556","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","0.0","0.0","0.05555555555555555","0.0","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","6.0","1.0","6.0","0.16666666666666666","0.027777777777777776","17.0","0.0","0.0","0.4722222222222222","0.0","0.0","33.0","0.0","0.0","0.9166666666666666","1.0","34.0","34.0","0.027777777777777776","0.9444444444444444"
"6","11.0","11.0","121.0","0.3055555555555556","0.3055555555555556","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","0.0","0.0","0.05555555555555555","0.0","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","6.0","1.0","6.0","0.16666666666666666","0.027777777777777776","17.0","0.0","0.0","0.4722222222222222","0.0","0.0","33.0","0.0","0.0","0.9166666666666666","1.0","34.0","34.0","0.027777777777777776","0.9444444444444444"
"7","11.0","11.0","121.0","0.3055555555555556","0.3055555555555556","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","0.0","0.0","0.05555555555555555","0.0","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","6.0","1.0","6.0","0.16666666666666666","0.027777777777777776","17.0","0.0","0.0","0.4722222222222222","0.0","0.0","33.0","0.0","0.0","0.9166666666666666","1.0","34.0","34.0","0.027777777777777776","0.9444444444444444"
"8","11.0","11.0","121.0","0.3055555555555556","0.3055555555555556","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","0.0","0.0","0.05555555555555555","0.0","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","6.0","1.0","6.0","0.16666666666666666","0.027777777777777776","17.0","0.0","0.0","0.4722222222222222","0.0","0.0","33.0","0.0","0.0","0.9166666666666666","1.0","34.0","34.0","0.027777777777777776","0.9444444444444444"
"9","11.0","11.0","121.0","0.3055555555555556","0.3055555555555556","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","0.0","0.0","0.05555555555555555","0.0","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","2.0","2.0","0.027777777777777776","0.05555555555555555","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","6.0","1.0","6.0","0.16666666666666666","0.027777777777777776","17.0","0.0","0.0","0.4722222222222222","0.0","0.0","33.0","0.0","0.0","0.9166666666666666","1.0","34.0","34.0","0.027777777777777776","0.9444444444444444"
"10","7.0","10.0","70.0","0.2","0.2857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","0.0","0.0","0.05714285714285714","0.0","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","1.0","2.0","2.0","0.02857142857142857","0.05714285714285714","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","6.0","1.0","6.0","0.17142857142857143","0.02857142857142857","17.0","0.0","0.0","0.4857142857142857","0.0","0.0","32.0","0.0","0.0","0.9142857142857143","1.0","33.0","33.0","0.02857142857142857","0.9428571428571428"
